127.0.0.1 - - [05/Jun/2023:08:19:25 +0900] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/resources/js/task.js HTTP/1.1" 200 509
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/resources/js/apexcharts.bundle.js HTTP/1.1" 200 486412
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/resources/js/template.js HTTP/1.1" 200 3280
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/resources/js/todo.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/resources/js/hr.js HTTP/1.1" 200 5684
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.all.min.js HTTP/1.1" 200 64340
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/resources/js/index.js HTTP/1.1" 200 7768
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/resources/js/dataTables.bundle.js HTTP/1.1" 200 101003
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/resources/fonts/icofont.woff HTTP/1.1" 200 645604
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/aws/echo HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 1180
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/null HTTP/1.1" 200 3715
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:55 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:56 +0900] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:56 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 1180
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/css/jquery-nestable.css HTTP/1.1" 200 7609
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/css/responsive.dataTables.min.css HTTP/1.1" 200 3929
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/css/my-task.style.min.css HTTP/1.1" 200 380665
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/jquery-3.6.3.min.js HTTP/1.1" 200 89947
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/jquery.serializeObject.min.js HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/css/dataTables.bootstrap5.min.css HTTP/1.1" 200 5384
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/images/lg/%EB%A7%88%EC%8A%A4%EC%BD%94%ED%8A%B8_%ED%88%AC%EB%AA%85.png HTTP/1.1" 200 17350
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/company/1/project/projectList HTTP/1.1" 200 79724
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/libscripts.bundle.js HTTP/1.1" 200 167191
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/nestable.bundle.js HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/dataTables.bundle.js HTTP/1.1" 200 101003
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/apexcharts.bundle.js HTTP/1.1" 200 486412
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/template.js HTTP/1.1" 200 3280
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/task.js HTTP/1.1" 200 509
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/todo.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/index.js HTTP/1.1" 200 7768
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/hr.js HTTP/1.1" 200 5684
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.all.min.js HTTP/1.1" 200 64340
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/aws/echo HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/fonts/icofont.woff HTTP/1.1" 200 645604
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 1180
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/company/1/project/projectMemberJson HTTP/1.1" 200 6578
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/company/1/project/null HTTP/1.1" 200 3715
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/company/1/project/projectListJson HTTP/1.1" 200 515
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:58 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/xs/avatar7.jpg HTTP/1.1" 200 1304
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 1180
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/css/jquery-nestable.css HTTP/1.1" 200 7609
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/jquery.serializeObject.min.js HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/jquery-3.6.3.min.js HTTP/1.1" 200 89947
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/css/my-task.style.min.css HTTP/1.1" 200 380665
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/css/responsive.dataTables.min.css HTTP/1.1" 200 3929
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/css/dataTables.bootstrap5.min.css HTTP/1.1" 200 5384
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/images/lg/%EB%A7%88%EC%8A%A4%EC%BD%94%ED%8A%B8_%ED%88%AC%EB%AA%85.png HTTP/1.1" 200 17350
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/company/1/project/4/dashBoard HTTP/1.1" 200 64263
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/nestable.bundle.js HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/template.js HTTP/1.1" 200 3280
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/dataTables.bundle.js HTTP/1.1" 200 101003
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/apexcharts.bundle.js HTTP/1.1" 200 486412
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/libscripts.bundle.js HTTP/1.1" 200 167191
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.all.min.js HTTP/1.1" 200 64340
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/index.js HTTP/1.1" 200 7768
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/hr.js HTTP/1.1" 200 5684
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/task.js HTTP/1.1" 200 509
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/todo.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/fonts/icofont.woff HTTP/1.1" 200 645604
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/aws/echo HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 1180
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/company/1/project/4/boardType/boardTypeList HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/js/apexcharts.bundle.js HTTP/1.1" 200 486412
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:19:59 +0900] "GET /ourmine/company/1/project/4/dashBoard/workMemberData?projectId=4 HTTP/1.1" 200 3279
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:00 +0900] "GET /ourmine/company/1/project/4/dashBoard/workData?projectId=4 HTTP/1.1" 200 658
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:00 +0900] "GET /ourmine/company/1/project/4/dashBoard/issueData?projectId=4 HTTP/1.1" 200 4915
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:00 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:00 +0900] "GET /ourmine/company/1/project/4/null HTTP/1.1" 200 3715
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:00 +0900] "GET /ourmine/company/1/project/4/dashBoard/projectData?projectId=4 HTTP/1.1" 200 5416
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:00 +0900] "GET /ourmine/company/1/project/4/assets/images/xs/avatar6.jpg HTTP/1.1" 200 3715
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:00 +0900] "POST /ourmine/company/1/project/4/dashBoard/dashBoardJson HTTP/1.1" 200 437
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:00 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 1180
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/jquery.serializeObject.min.js HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/jquery-3.6.3.min.js HTTP/1.1" 200 89947
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/css/jquery-nestable.css HTTP/1.1" 200 7609
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/css/my-task.style.min.css HTTP/1.1" 200 380665
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/css/responsive.dataTables.min.css HTTP/1.1" 200 3929
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/css/dataTables.bootstrap5.min.css HTTP/1.1" 200 5384
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/images/lg/%EB%A7%88%EC%8A%A4%EC%BD%94%ED%8A%B8_%ED%88%AC%EB%AA%85.png HTTP/1.1" 200 17350
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/company/1/project/4/projectTodoList HTTP/1.1" 200 79833
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/template.js HTTP/1.1" 200 3280
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/libscripts.bundle.js HTTP/1.1" 200 167191
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/dataTables.bundle.js HTTP/1.1" 200 101003
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/apexcharts.bundle.js HTTP/1.1" 200 486412
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/nestable.bundle.js HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/task.js HTTP/1.1" 200 509
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/todo.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/hr.js HTTP/1.1" 200 5684
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/index.js HTTP/1.1" 200 7768
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.all.min.js HTTP/1.1" 200 64340
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/fonts/icofont.woff HTTP/1.1" 200 645604
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/aws/echo HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 1180
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/company/1/project/4/boardType/boardTypeList HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/company/1/project/4/null HTTP/1.1" 200 3715
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:02 +0900] "GET /ourmine/company/1/project/4/projectTodoList/projectWorkList HTTP/1.1" 200 4922
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:03 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 1180
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:09 +0900] "GET /ourmine/company/1/project/4/projectTodoList/todoList?projectWorkId=10 HTTP/1.1" 200 294
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:18 +0900] "GET /ourmine/company/1/project/4/projectTodoList/todoList?projectWorkId=11 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:41 +0900] "POST /ourmine/company/1/project/4/projectTodoList/projectTodoListForm HTTP/1.1" 200 1
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:41 +0900] "GET /ourmine/company/1/project/4/projectTodoList/todoList?projectWorkId=11 HTTP/1.1" 200 276
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:43 +0900] "POST /ourmine/company/1/project/4/projectTodoList/projecTodoListComplete HTTP/1.1" 200 1
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:44 +0900] "POST /ourmine/company/1/project/4/projectTodoList/updateStatus HTTP/1.1" 200 1
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:44 +0900] "GET /ourmine/company/1/project/4/projectTodoList/projectWorkList HTTP/1.1" 200 4922
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:20:48 +0900] "GET /ourmine/company/1/project/4/projectTodoList/todoList?projectWorkId=12 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:21:00 +0900] "GET /ourmine/company/1/project/4/projectTodoList/todoList?projectWorkId=12 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:21 +0900] "POST /ourmine/company/1/project/4/projectTodoList/projectTodoListForm HTTP/1.1" 200 1
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:21 +0900] "GET /ourmine/company/1/project/4/projectTodoList/todoList?projectWorkId=11 HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:38 +0900] "GET /ourmine/resources/css/jquery-nestable.css HTTP/1.1" 200 7609
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:38 +0900] "GET /ourmine/resources/css/dataTables.bootstrap5.min.css HTTP/1.1" 200 5384
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:38 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:38 +0900] "GET /ourmine/resources/css/responsive.dataTables.min.css HTTP/1.1" 200 3929
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:38 +0900] "GET /ourmine/resources/css/my-task.style.min.css HTTP/1.1" 200 380665
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:57 +0900] "GET /ourmine/company/1/project/4/projectTodoList HTTP/1.1" 200 79833
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:57 +0900] "GET /ourmine/resources/js/jquery.serializeObject.min.js HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:57 +0900] "GET /ourmine/resources/css/jquery-nestable.css HTTP/1.1" 200 7609
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:57 +0900] "GET /ourmine/resources/css/dataTables.bootstrap5.min.css HTTP/1.1" 200 5384
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:57 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:57 +0900] "GET /ourmine/resources/css/responsive.dataTables.min.css HTTP/1.1" 200 3929
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:57 +0900] "GET /ourmine/resources/js/jquery-3.6.3.min.js HTTP/1.1" 200 89947
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:57 +0900] "GET /ourmine/resources/css/my-task.style.min.css HTTP/1.1" 200 380665
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:58 +0900] "GET /ourmine/resources/js/libscripts.bundle.js HTTP/1.1" 200 167191
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:58 +0900] "GET /ourmine/resources/js/apexcharts.bundle.js HTTP/1.1" 200 486412
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:58 +0900] "GET /ourmine/resources/js/dataTables.bundle.js HTTP/1.1" 200 101003
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:58 +0900] "GET /ourmine/resources/js/nestable.bundle.js HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:58 +0900] "GET /ourmine/resources/js/template.js HTTP/1.1" 200 3280
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:58 +0900] "GET /ourmine/resources/js/task.js HTTP/1.1" 200 509
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:58 +0900] "GET /ourmine/resources/js/todo.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:58 +0900] "GET /ourmine/resources/js/index.js HTTP/1.1" 200 7768
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:58 +0900] "GET /ourmine/resources/js/hr.js HTTP/1.1" 200 5684
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:58 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.all.min.js HTTP/1.1" 200 64340
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:58 +0900] "GET /ourmine/resources/images/lg/%EB%A7%88%EC%8A%A4%EC%BD%94%ED%8A%B8_%ED%88%AC%EB%AA%85.png HTTP/1.1" 200 17350
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:58 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [05/Jun/2023:08:22:58 +0900] "GET /ourmine/aws/echo HTTP/1.1" 101 -
